"CD_MUN";"NM_MUN";"V06001";"V06002";"V06003";"V06004";"V06005";"V06006"
"3301207";"Carmo";"6683";"17045";"1,70";"2168,69";"6686663,65";"1213"
"3301306";"Casimiro de Abreu";"16894";"45986";"1,94";"2824,42";"1171788317,24";"1500"
"3301405";"Conceição de Macabu";"7888";"20946";"1,85";"2148,80";"6034161,24";"1212"
"3301504";"Cordeiro";"7959";"20736";"1,86";"2587,58";"8880290,76";"1500"
"3301603";"Duas Barras";"4151";"10959";"1,79";"3003,89";"4604205711,19";"1212"
"3301702";"Duque de Caxias";"298056";"807256";"2,04";"2010,51";"18535140,09";"1300"
"3301801";"Engenheiro Paulo de Frontin";"4785";"12186";"1,84";"2117,38";"5079595,37";"1212"
"3301850";"Guapimirim";"18492";"51521";"2,02";"2182,63";"11818762,20";"1300"
"3301876";"Iguaba Grande";"10298";"27876";"1,90";"2955,39";"10419973,56";"2000"
"3301900";"Itaboraí";"86544";"223786";"1,81";"1941,10";"6336364,36";"1300"
"3302007";"Itaguaí";"42269";"116465";"2,11";"2205,67";"5303325,21";"1500"
"3302056";"Italva";"5598";"14061";"1,54";"2064,01";"111690553,89";"1212"
"3302106";"Itaocara";"9043";"22810";"1,50";"2224,04";"9350567,68";"1212"
"3302205";"Itaperuna";"38470";"100291";"1,65";"2601,43";"11239902,30";"1500"
"3302254";"Itatiaia";"11373";"30763";"1,97";"2747,02";"12433204,46";"1700"
"3302270";"Japeri";"32106";"91188";"2,49";"1554,79";"2215837,68";"1212"
"3302304";"Laje do Muriaé";"2728";"7335";"1,86";"1894,69";"7587653,71";"1212"
"3302403";"Macaé";"92682";"246031";"1,81";"3466,13";"33371671,56";"2000"
"3302452";"Macuco";"1940";"5415";"2,27";"2194,98";"6161779,85";"1238"
"3302502";"Magé";"82884";"225984";"2,09";"1875,41";"6872506,10";"1212"
"3302601";"Mangaratiba";"15750";"41153";"1,98";"3095,24";"377481353,44";"1900"
"3302700";"Maricá";"73425";"196762";"1,87";"3131,20";"11810201,60";"2000"
"3302809";"Mendes";"6911";"17449";"1,81";"2310,43";"7014594,34";"1300"
"3302858";"Mesquita";"62611";"166824";"2,00";"2248,22";"624029193,50";"1400"
"3302908";"Miguel Pereira";"10232";"26500";"1,84";"2993,78";"17131208,93";"1500"
"3303005";"Miracema";"9598";"26817";"2,15";"2217,49";"12365075,11";"1212"
"3303104";"Natividade";"5683";"14980";"1,86";"3827,72";"11853289774,92";"1300"
"3303203";"Nilópolis";"57005";"146640";"2,24";"2431,14";"6059639,39";"1700"
"3303302";"Niterói";"194446";"479961";"1,62";"6097,42";"97490343,57";"3200"
"3303401";"Nova Friburgo";"76579";"189272";"1,56";"2836,29";"14528336,47";"1800"
"3303500";"Nova Iguaçu";"287529";"784340";"2,10";"2143,06";"31227702,67";"1250"
"3303609";"Paracambi";"16092";"41116";"1,71";"2328,97";"73571968,67";"1500"
"3303708";"Paraíba do Sul";"15203";"41959";"2,19";"2246,13";"9121851,74";"1300"
"3303807";"Paraty";"16092";"44941";"2,27";"2907,80";"12591561,50";"2000"
"3303856";"Paty do Alferes";"10877";"29533";"1,97";"2015,43";"5746992,61";"1212"
"3303906";"Petrópolis";"108221";"277917";"1,86";"3212,56";"405694000,35";"1800"
"3303955";"Pinheiral";"8813";"24260";"2,06";"2439,55";"6585982,53";"1500"
"3304003";"Piraí";"10071";"27415";"1,95";"2421,64";"6550842,07";"1500"
"3304102";"Porciúncula";"6421";"17230";"1,97";"2293,80";"9936038,89";"1212"
"3304110";"Porto Real";"7180";"20333";"1,95";"2419,05";"9948707,00";"1700"
"3304128";"Quatis";"5020";"13627";"1,99";"2215,20";"7538126,60";"1460"
"3304144";"Queimados";"51216";"140325";"2,10";"1810,17";"3608243,01";"1212"
"3304151";"Quissamã";"8091";"22304";"2,03";"2022,60";"4468428,23";"1212"
"3304201";"Resende";"48190";"128758";"1,81";"3610,39";"1468398136,85";"2000"
"3304300";"Rio Bonito";"21183";"56166";"1,81";"2284,38";"7282795,99";"1300"
"3304409";"Rio Claro";"6371";"17269";"1,95";"2267,08";"4227450,95";"1500"
"3304508";"Rio das Flores";"3106";"8899";"2,32";"1984,92";"5413664,38";"1212"
"3304524";"Rio das Ostras";"59060";"156358";"1,76";"3390,02";"16428014,50";"2000"
"3304557";"Rio de Janeiro";"2436621";"6173590";"1,82";"4479,70";"160790071,69";"2001"
"3304607";"Santa Maria Madalena";"3982";"10181";"1,89";"2099,06";"5166911,22";"1212"
"3304706";"Santo Antônio de Pádua";"15795";"41129";"1,71";"2222,18";"8235388,50";"1300"
"3304755";"São Francisco de Itabapoana";"17259";"44984";"1,82";"1547,28";"2596820,73";"1212"
"3304805";"São Fidélis";"14906";"38904";"1,95";"2251,07";"6156806,63";"1214"
"3304904";"São Gonçalo";"358062";"895506";"1,71";"2158,89";"130143828,61";"1500"
"3305000";"São João da Barra";"14443";"36454";"1,81";"1836,87";"3800097,10";"1212"
"3305109";"São João de Meriti";"168765";"440714";"1,95";"1893,05";"4481975,92";"1300"
"3305133";"São José de Ubá";"2680";"7065";"1,62";"1886,56";"6876968,59";"1212"
"3305158";"São José do Vale do Rio Preto";"8262";"22067";"1,69";"1879,76";"5910373,37";"1212"
"3305208";"São Pedro da Aldeia";"38312";"103795";"1,90";"2875,61";"14189444,41";"1600"
"3305307";"São Sebastião do Alto";"2926";"7742";"1,86";"1837,24";"6572667,54";"1212"
"3305406";"Sapucaia";"6688";"17692";"1,74";"2118,26";"5041399,21";"1250"
"3305505";"Saquarema";"34093";"89187";"1,90";"2653,53";"10595395,65";"1500"
"3305554";"Seropédica";"29314";"79875";"2,07";"2105,67";"6908741,76";"1300"
"3305604";"Silva Jardim";"7878";"21275";"1,98";"1850,38";"4492859,73";"1212"
"3305703";"Sumidouro";"5884";"15183";"1,45";"1883,02";"3029145,75";"1212"
"3305752";"Tanguá";"11538";"30985";"1,81";"1701,48";"3569195,92";"1212"
"3305802";"Teresópolis";"64389";"164684";"1,77";"3233,55";"82259802,54";"1700"
"3305901";"Trajano de Moraes";"3892";"10241";"2,04";"1861,73";"3392169,06";"1212"
"3306008";"Três Rios";"28414";"78195";"2,21";"2514,89";"10936679,65";"1400"
"3306107";"Valença";"25858";"67768";"2,05";"2669,99";"836663446,96";"1300"
"3306156";"Varre-Sai";"3627";"10200";"2,09";"1932,12";"11587159,34";"1212"
"3306206";"Vassouras";"12858";"33850";"2,11";"2494,60";"12266362,29";"1500"
"3306305";"Volta Redonda";"97973";"261151";"1,77";"3242,29";"26541475,17";"2000"
"3500105";"Adamantina";"13567";"34506";"1,53";"3171,18";"12592314,26";"2100"
"3500204";"Adolfo";"1650";"4351";"1,54";"2308,21";"8205371,50";"1600"
"3500303";"Aguaí";"11480";"32008";"2,00";"2331,22";"6262034,00";"1700"
"3500402";"Águas da Prata";"2830";"7262";"1,73";"2837,39";"6488584,62";"2000"
"3500501";"Águas de Lindóia";"6799";"17806";"1,77";"2732,97";"9291158,62";"2000"
"3500550";"Águas de Santa Bárbara";"2707";"7149";"1,78";"3106,13";"12886818,02";"2000"
"3500600";"Águas de São Pedro";"1153";"2779";"1,59";"4289,25";"19084508,72";"3000"
"3500709";"Agudos";"12933";"37404";"1,97";"2719,19";"7606891,31";"2000"
"3500758";"Alambari";"2139";"6131";"1,82";"2537,14";"6965010,22";"1900"
"3500808";"Alfredo Marcondes";"1726";"4432";"1,50";"2306,62";"4443215,61";"1800"
"3500907";"Altair";"1278";"3439";"1,78";"5022,72";"8461424695,61";"1970"
"3501004";"Altinópolis";"6076";"16768";"1,75";"2296,13";"5833439,91";"1500"
"3501103";"Alto Alegre";"1515";"3831";"1,36";"2151,60";"3530425,35";"1500"
"3501152";"Alumínio";"5941";"17263";"1,87";"2892,26";"6467564,38";"2400"
"3501202";"Álvares Florence";"1530";"3897";"1,50";"2248,87";"5894317,94";"1500"
"3501301";"Álvares Machado";"9869";"27208";"1,72";"2618,66";"10757772,35";"1900"
"3501400";"Álvaro de Carvalho";"1168";"3151";"2,24";"1890,10";"4061078,33";"1300"
"3501509";"Alvinlândia";"1007";"2885";"1,89";"1959,55";"3481137,45";"1212"
"3501608";"Americana";"89200";"236501";"1,58";"4145,76";"36751250,35";"3000"
"3501707";"Américo Brasiliense";"11402";"32901";"1,90";"2283,22";"2958058,15";"1850"
"3501806";"Américo de Campos";"2361";"5868";"1,60";"2544,14";"7386972,20";"2000"
"3501905";"Amparo";"24489";"67681";"1,77";"3262,48";"14590509,05";"2300"
"3502002";"Analândia";"1679";"4580";"1,81";"3184,74";"14096089,65";"2100"
"3502101";"Andradina";"21911";"57887";"1,67";"2902,94";"12139687,19";"2000"
"3502200";"Angatuba";"8488";"23937";"1,89";"2457,00";"6985271,49";"1800"
"3502309";"Anhembi";"2046";"5631";"2,15";"1974,90";"4044073,52";"1400"
"3502408";"Anhumas";"1481";"4001";"1,66";"2246,36";"4766050,64";"1500"
"3502507";"Aparecida";"11364";"32345";"2,31";"2398,37";"5160220,93";"1800"
"3502606";"Aparecida d'Oeste";"1616";"4064";"1,53";"2146,91";"4014666,37";"1500"
"3502705";"Apiaí";"8814";"24475";"1,84";"2083,14";"5631021,42";"1240"
"3502754";"Araçariguama";"7395";"21445";"2,10";"2596,29";"9658084,96";"2000"
"3502804";"Araçatuba";"77766";"199516";"1,61";"3516,39";"24289264,17";"2100"
"3502903";"Araçoiaba da Serra";"11775";"32316";"1,80";"3469,14";"16296250,71";"2300"
"3503000";"Aramina";"2001";"5404";"1,79";"2532,34";"5419484,08";"2000"
"3503109";"Arandu";"2375";"6804";"2,14";"2230,29";"4184979,43";"1800"
"3503158";"Arapeí";"885";"2330";"1,92";"1966,54";"14298103,45";"1240"
"3503208";"Araraquara";"92504";"240399";"1,63";"3685,88";"105816408,31";"2500"
"3503307";"Araras";"47968";"130510";"1,71";"3407,48";"18350991,07";"2400"
"3503356";"Arco-Íris";"731";"2037";"1,84";"1911,88";"1781317,08";"1500"
"3503406";"Arealva";"3075";"8085";"1,77";"2717,26";"11685389,36";"2000"
"3503505";"Areias";"1227";"3498";"2,10";"1990,88";"3313271,35";"1300"
"3503604";"Areiópolis";"3400";"10113";"1,94";"2404,02";"14692517,95";"1800"
"3503703";"Ariranha";"2874";"7596";"1,60";"2581,06";"11455072,22";"2000"
"3503802";"Artur Nogueira";"18150";"51419";"1,83";"2949,46";"11296574,84";"2000"
"3503901";"Arujá";"29334";"86539";"2,08";"3659,68";"28320535,36";"2000"
"3503950";"Aspásia";"679";"1839";"1,53";"2333,79";"18037290,03";"1645"
"3504008";"Assis";"38160";"99859";"1,66";"3415,13";"17593076,81";"2224"
"3504107";"Atibaia";"56506";"157753";"1,94";"4021,11";"27249977,79";"2500"
"3504206";"Auriflama";"5393";"13662";"1,43";"2433,54";"8777976,97";"1600"
"3504305";"Avaí";"1642";"4455";"1,93";"2198,90";"4540847,65";"1600"
"3504404";"Avanhandava";"3537";"9978";"1,94";"2269,89";"7697136,06";"1500"
"3504503";"Avaré";"33459";"90508";"1,89";"3233,33";"291212534,90";"2000"
"3504602";"Bady Bassitt";"9957";"27246";"1,64";"3203,04";"10810170,64";"2500"
"3504701";"Balbinos";"539";"1358";"1,41";"2541,73";"6333204,43";"1612"
"3504800";"Bálsamo";"3708";"9595";"1,44";"2538,36";"6383302,08";"1800"
"3504909";"Bananal";"3710";"9942";"2,09";"2313,14";"6545648,85";"1300"
"3505005";"Barão de Antonina";"1336";"3498";"1,88";"2096,33";"3088865,08";"1500"
"3505104";"Barbosa";"2108";"5632";"1,87";"1692,67";"1982703,83";"1240"
"3505203";"Bariri";"11744";"31527";"1,75";"2774,28";"9615330,13";"2000"
"3505302";"Barra Bonita";"12891";"34240";"1,58";"3161,37";"13737298,34";"2400"
"3505351";"Barra do Chapéu";"1876";"5179";"1,88";"1544,62";"1845555,47";"1212"
"3505401";"Barra do Turvo";"2562";"6833";"2,00";"1917,72";"4925570,22";"1212"
"3505500";"Barretos";"46311";"121946";"1,73";"3334,77";"17007347,39";"2400"
"3505609";"Barrinha";"11196";"32086";"1,94";"2361,79";"3793347,83";"2000"
"3505708";"Barueri";"109448";"316209";"2,31";"5055,06";"415017643,78";"2500"
"3505807";"Bastos";"7530";"21467";"1,76";"2546,48";"6746688,76";"1800"
"3505906";"Batatais";"21410";"58184";"1,73";"3029,24";"12436787,87";"2100"
"3506003";"Bauru";"139983";"371336";"1,81";"3913,81";"49447648,32";"2400"
"3506102";"Bebedouro";"28017";"76076";"1,70";"3039,10";"13970052,49";"2000"
"3506201";"Bento de Abreu";"929";"2605";"1,77";"2556,60";"10280261,05";"2000"
"3506300";"Bernardino de Campos";"3879";"10531";"1,93";"2594,77";"6842628,65";"1922.5"
"3506359";"Bertioga";"22680";"63838";"2,19";"2825,28";"68209796,62";"2000"
"3506409";"Bilac";"2798";"7286";"1,50";"2606,80";"9164959,70";"2000"
"3506508";"Birigui";"45367";"118610";"1,53";"2884,23";"14808164,08";"2000"
"3506607";"Biritiba Mirim";"10427";"29601";"2,04";"2126,84";"4447745,40";"1500"
"3506706";"Boa Esperança do Sul";"4655";"12945";"1,95";"2208,30";"4678571,27";"1600"
"3506805";"Bocaina";"4075";"11223";"1,75";"2549,74";"5488311,11";"2000"
"3506904";"Bofete";"3939";"10442";"1,79";"2274,65";"6064609,62";"1500"
"3507001";"Boituva";"21710";"61008";"1,84";"3378,17";"20140197,21";"2300"
"3507100";"Bom Jesus dos Perdões";"7713";"21891";"2,04";"2665,70";"7780359,48";"2000"
"3507159";"Bom Sucesso de Itararé";"1172";"3543";"1,87";"1921,14";"3362759,78";"1300"
"3507209";"Borá";"322";"907";"1,95";"2139,43";"1802562,75";"1805.5"
"3507308";"Boracéia";"1635";"4715";"1,83";"2253,42";"3989824,20";"1800"
"3507407";"Borborema";"5477";"14176";"1,55";"2704,93";"20012148,54";"1800"
"3507456";"Borebi";"966";"2713";"1,91";"2137,91";"3030616,30";"1600"
"3507506";"Botucatu";"54408";"144597";"1,79";"3523,31";"35539867,77";"2400"
"3507605";"Bragança Paulista";"63424";"176330";"1,93";"3539,89";"18460373,57";"2400"
"3507704";"Braúna";"1965";"5355";"1,68";"2283,21";"10808995,18";"1500"
"3507753";"Brejo Alegre";"962";"2530";"1,52";"2304,43";"44827240,62";"1600"
"3507803";"Brodowski";"8879";"25157";"1,76";"2967,67";"10828252,23";"2000"
"3507902";"Brotas";"8614";"23774";"1,81";"3125,33";"19381280,57";"2500"
"3508009";"Buri";"6972";"20225";"2,15";"2161,18";"164945752,64";"1226"
"3508108";"Buritama";"6691";"17125";"1,58";"2569,84";"9149125,32";"1800"
"3508207";"Buritizal";"1661";"4347";"1,67";"2809,49";"9706220,41";"2000"
"3508306";"Cabrália Paulista";"1597";"4288";"1,90";"2058,29";"3388308,18";"1500"
"3508405";"Cabreúva";"15544";"46882";"2,13";"2757,81";"9488876,28";"2000"
"3508504";"Caçapava";"33646";"95908";"1,96";"3125,85";"12828306,78";"2000"
"3508603";"Cachoeira Paulista";"10903";"31502";"2,15";"2843,02";"109104553,77";"1800"
"3508702";"Caconde";"6208";"17010";"1,87";"2235,11";"6834986,93";"1220"
"3508801";"Cafelândia";"6238";"16590";"1,83";"2818,47";"392418002,36";"1800"
"3508900";"Caiabu";"1467";"3712";"1,39";"2188,64";"3742530,05";"1800"
"3509007";"Caieiras";"32681";"94748";"1,96";"3208,08";"844229008,53";"2000"
"3509106";"Caiuá";"1692";"4307";"1,54";"2032,79";"4386119,03";"1300"
"3509205";"Cajamar";"32631";"92532";"1,83";"3328,15";"22507259,88";"2064"
"3509254";"Cajati";"9906";"28488";"1,91";"2195,01";"8563286,51";"1500"
"3509304";"Cajobi";"3513";"9127";"1,53";"2328,38";"5484376,26";"1800"
"3509403";"Cajuru";"8600";"23738";"1,84";"2473,53";"8438017,85";"1700"
"3509452";"Campina do Monte Alegre";"2194";"5946";"1,92";"2681,94";"482175808,08";"1600"
"3509502";"Campinas";"429504";"1134756";"1,78";"4698,55";"55300925,00";"2600"
"3509601";"Campo Limpo Paulista";"26666";"77179";"2,04";"2913,78";"56133300,96";"2000"
"3509700";"Campos do Jordão";"16107";"46514";"2,22";"2544,14";"8122000,26";"1800"
"3509809";"Campos Novos Paulista";"1806";"4864";"1,86";"2288,61";"10650293,11";"1600"
"3509908";"Cananéia";"4364";"12152";"2,14";"2454,22";"7061378,83";"1500"
"3509957";"Canas";"1575";"4913";"2,27";"2032,77";"4621894,70";"1400"
"3510005";"Cândido Mota";"10895";"29386";"1,66";"2668,72";"12254306,75";"2000"
"3510104";"Cândido Rodrigues";"1102";"2876";"1,44";"2327,85";"6845202,20";"1700"
"3510153";"Canitar";"2077";"6281";"2,04";"2151,31";"2441742,24";"1800"
"3510203";"Capão Bonito";"16041";"46184";"2,06";"2261,06";"7731564,20";"1500"
"3510302";"Capela do Alto";"7115";"20614";"2,04";"2139,87";"19648367,01";"1500"
"3510401";"Capivari";"17188";"49995";"1,98";"2894,42";"7745752,04";"2400"
"3510500";"Caraguatatuba";"48616";"133833";"2,02";"3074,98";"19488718,31";"2000"
"3510609";"Carapicuíba";"136773";"386567";"2,03";"2689,46";"87857552,26";"2000"
"3510708";"Cardoso";"4603";"11312";"1,51";"2417,89";"4895897,66";"1800"
"3510807";"Casa Branca";"9744";"26445";"1,87";"2804,78";"8210805,07";"2000"
"3510906";"Cássia dos Coqueiros";"1076";"2788";"1,56";"2495,70";"14663588,70";"1600"
"3511003";"Castilho";"7326";"19788";"1,78";"2489,28";"7612721,66";"2000"
"3511102";"Catanduva";"44039";"115534";"1,64";"3214,77";"15040457,19";"2200"
"3511201";"Catiguá";"2510";"6991";"1,60";"2613,69";"3762887,54";"2100"
"3511300";"Cedral";"4656";"12560";"1,64";"2987,16";"12651641,48";"2200"
"3511409";"Cerqueira César";"7391";"20231";"1,96";"2673,70";"7692168,89";"2000"
"3511508";"Cerquilho";"15898";"44520";"1,73";"3121,51";"10098293,36";"2400"
"3511607";"Cesário Lange";"6133";"17921";"1,96";"2379,94";"7244645,02";"2000"
"3511706";"Charqueada";"5340";"15529";"1,82";"2686,94";"6884402,37";"2000"
"3511904";"Clementina";"2566";"6963";"1,65";"2169,42";"2795044,06";"1700"
"3512001";"Colina";"6560";"18444";"2,02";"2605,50";"7086355,94";"2000"
"3512100";"Colômbia";"2323";"6394";"2,02";"2158,80";"7574133,01";"1610"
"3512209";"Conchal";"9453";"28026";"2,15";"2583,68";"463945510,20";"1800"
"3512308";"Conchas";"5588";"15146";"1,85";"2674,76";"9709451,98";"1800"
"3512407";"Cordeirópolis";"8524";"24461";"1,85";"2977,89";"9143036,70";"2400"
"3512506";"Coroados";"2021";"5399";"1,61";"2526,04";"10158820,65";"1900"
"3512605";"Coronel Macedo";"1654";"4280";"1,54";"2852,12";"1484423191,31";"1212"
"3512704";"Corumbataí";"1458";"4186";"1,93";"2687,71";"15511450,62";"2000"
"3512803";"Cosmópolis";"21678";"59640";"1,78";"2920,11";"7582046,15";"2243"
"3512902";"Cosmorama";"3267";"8717";"1,75";"2308,15";"5830624,99";"1800"
"3513009";"Cotia";"95886";"273606";"1,89";"4174,43";"208905891,89";"2400"
"3513108";"Cravinhos";"11347";"33204";"1,88";"3128,76";"15743486,21";"2000"
"3513207";"Cristais Paulista";"3262";"9261";"1,91";"2621,06";"12563244,30";"1900"
"3513306";"Cruzália";"822";"2108";"1,48";"2333,45";"4022558,80";"1750"
"3513405";"Cruzeiro";"26774";"74847";"2,01";"2923,95";"12187775,10";"2000"
"3513504";"Cubatão";"40067";"112321";"1,95";"2457,73";"13396886,28";"2000"
"3513603";"Cunha";"8573";"22062";"1,60";"2303,33";"778031689,62";"1212"
"3513702";"Descalvado";"11396";"31613";"1,81";"3193,30";"195732596,52";"2100"
"3513801";"Diadema";"144815";"392325";"1,78";"2653,66";"57658565,10";"2000"
"3513850";"Dirce Reis";"642";"1620";"1,42";"2086,92";"1738508,41";"1700"
"3513900";"Divinolândia";"4189";"10977";"1,54";"2631,45";"10376039,15";"1800"
"3514007";"Dobrada";"3076";"8758";"1,87";"2358,11";"6969640,16";"1800"
"3514106";"Dois Córregos";"8846";"24332";"1,87";"2302,75";"4809566,65";"1600"
"3514205";"Dolcinópolis";"887";"2206";"1,53";"1983,33";"2115899,64";"1500"
"3514304";"Dourado";"3103";"8075";"1,64";"2609,32";"9165384,29";"2000"
"3514403";"Dracena";"17093";"44299";"1,56";"3199,16";"14692852,95";"2160"
"3514502";"Duartina";"4790";"12305";"1,58";"2572,17";"27108231,47";"1600"
"3514601";"Dumont";"3296";"9465";"1,77";"2760,40";"8736908,22";"2000"
"3514700";"Echaporã";"2283";"6204";"1,77";"2411,28";"6470783,06";"1800"
"3514809";"Eldorado";"4590";"13025";"2,13";"2732,94";"2048731289,92";"1262"
"3514908";"Elias Fausto";"5964";"17669";"1,98";"2496,18";"11515856,55";"2000"
"3514924";"Elisiário";"1184";"3138";"1,48";"2399,11";"3993375,87";"2000"
"3514957";"Embaúba";"896";"2323";"1,58";"2164,61";"5773245,02";"1647"
"3515004";"Embu das Artes";"87972";"250101";"2,06";"2173,94";"19520600,97";"1500"
"3515103";"Embu-Guaçu";"23377";"66577";"2,11";"2511,14";"81164761,88";"1660"
"3515129";"Emilianópolis";"1177";"3012";"1,50";"2023,39";"3030946,16";"1400"
"3515152";"Engenheiro Coelho";"6884";"19438";"1,76";"2759,77";"12556386,88";"1900"
"3515186";"Espírito Santo do Pinhal";"14372";"39599";"1,80";"2915,41";"9423525,46";"2000"
"3515194";"Espírito Santo do Turvo";"1482";"4155";"1,85";"1972,87";"2605672,11";"1500"
"3515202";"Estrela d'Oeste";"3464";"9292";"1,70";"2781,83";"9623854,53";"2000"
"3515301";"Estrela do Norte";"971";"2703";"1,54";"2458,91";"17037917,66";"1700"
"3515350";"Euclides da Cunha Paulista";"3022";"7919";"1,65";"1942,52";"5792388,08";"1212"
"3515400";"Fartura";"6214";"16570";"1,68";"2325,12";"5611214,82";"1500"
"3515509";"Fernandópolis";"27621";"71005";"1,54";"3043,92";"13475851,59";"2000"
"3515608";"Fernando Prestes";"2237";"5936";"1,67";"2430,98";"4904792,47";"1800"
"3515657";"Fernão";"613";"1655";"1,65";"2101,81";"3213206,91";"1500"
"3515707";"Ferraz de Vasconcelos";"61296";"178282";"2,06";"2234,24";"7949743,48";"1800"
"3515806";"Flora Rica";"610";"1487";"1,69";"2099,19";"3872874,56";"1452.5"
"3515905";"Floreal";"1120";"2718";"1,31";"2730,53";"11217450,16";"1800"
"3516002";"Flórida Paulista";"4313";"11557";"1,72";"2290,54";"5889686,22";"1800"
"3516101";"Florínea";"1052";"2760";"1,87";"2196,34";"7327755,99";"1500"
"3516200";"Franca";"127909";"350906";"1,81";"3090,12";"14822253,88";"2000"
"3516309";"Francisco Morato";"57668";"164967";"2,27";"1955,65";"186674608,65";"1500"
"3516408";"Franco da Rocha";"49307";"140117";"2,05";"2470,08";"6138761,10";"2000"
"3516507";"Gabriel Monteiro";"1071";"2763";"1,45";"2316,17";"4514198,20";"1600"
"3516606";"Gália";"2441";"6350";"1,57";"2224,19";"6648912,56";"1500"
"3516705";"Garça";"15523";"41937";"1,78";"2676,90";"9032886,31";"2000"
"3516804";"Gastão Vidigal";"1244";"3242";"1,57";"2203,51";"6709626,04";"1300"
"3516853";"Gavião Peixoto";"1640";"4700";"1,97";"2305,58";"5244607,87";"1800"
"3516903";"General Salgado";"4017";"10259";"1,65";"2721,77";"13305807,59";"2000"
"3517000";"Getulina";"3404";"8954";"1,88";"2246,44";"4138782,07";"1600"
"3517109";"Glicério";"1552";"4124";"1,69";"2387,80";"9132867,46";"1600"
"3517208";"Guaiçara";"3987";"11211";"1,90";"2166,36";"3854511,72";"1600"
"3517307";"Guaimbê";"2053";"5485";"1,71";"1958,90";"2299116,61";"1500"
"3517406";"Guaíra";"14707";"39197";"1,65";"2966,44";"13788923,97";"2000"
"3517505";"Guapiaçu";"7735";"21657";"1,77";"2642,59";"11375685,80";"2000"
"3517604";"Guapiara";"6156";"17056";"1,76";"1724,73";"3706998,94";"1212"
"3517703";"Guará";"6681";"18561";"1,90";"2352,72";"6858470,74";"1656"
"3517802";"Guaraçaí";"2941";"7418";"1,54";"2437,83";"6016609,02";"1800"
"3517901";"Guaraci";"3915";"10313";"1,70";"2341,07";"7546962,85";"1700"
"3518008";"Guarani d'Oeste";"808";"1968";"1,52";"2057,00";"4634100,17";"1500"
"3518107";"Guarantã";"2295";"6403";"2,02";"2168,71";"10689444,59";"1500"
"3518206";"Guararapes";"11649";"30985";"1,61";"2657,40";"9382313,34";"2000"
"3518305";"Guararema";"11086";"31184";"1,87";"2891,67";"111604922,29";"1800"
"3518404";"Guaratinguetá";"41900";"117110";"1,99";"3409,49";"17298288,67";"2000"
"3518503";"Guareí";"4513";"12263";"1,73";"2271,88";"6950114,13";"1600"
"3518602";"Guariba";"12897";"36703";"1,78";"2512,74";"5416568,76";"2000"
"3518701";"Guarujá";"99365";"287037";"2,22";"2888,06";"96479076,39";"2000"
"3518800";"Guarulhos";"450353";"1283456";"2,04";"3147,19";"226242238,14";"2000"
"3518859";"Guatapará";"2533";"7275";"1,97";"2287,13";"6658937,88";"1507.5"
"3518909";"Guzolândia";"1630";"4244";"1,60";"1947,95";"2922362,01";"1300"
"3519006";"Herculândia";"3303";"9100";"1,84";"2365,58";"5711342,22";"1800"
"3519055";"Holambra";"5163";"15052";"1,89";"4288,01";"34880444,01";"2500"
"3519071";"Hortolândia";"80791";"232158";"1,80";"3103,19";"10732977,57";"2200"
"3519105";"Iacanga";"3948";"10412";"1,69";"2443,19";"5334237,44";"1860"
"3519204";"Iacri";"2257";"6122";"1,69";"2136,16";"5275155,95";"1431"
"3519253";"Iaras";"1791";"5112";"2,51";"2193,81";"11237152,86";"1500"
"3519303";"Ibaté";"11089";"32166";"1,91";"2220,82";"3607914,75";"1800"
"3519402";"Ibirá";"4404";"11671";"1,71";"2677,38";"9415573,60";"1900"
"3519501";"Ibirarema";"2403";"6363";"1,69";"2624,90";"431334852,41";"1500"
"3519600";"Ibitinga";"22203";"59867";"1,70";"2364,75";"6958459,22";"1700"
"3519709";"Ibiúna";"26339";"75458";"2,07";"2441,00";"59132918,66";"1500"
"3519808";"Icém";"2592";"6920";"1,76";"2574,36";"9473925,50";"1900"
"3519907";"Iepê";"2901";"7583";"1,61";"2340,67";"5119547,41";"1600"
"3520004";"Igaraçu do Tietê";"8187";"22842";"1,99";"2235,03";"3614864,38";"1800"
"3520103";"Igarapava";"9853";"26153";"1,70";"2570,52";"6747600,30";"2000"
"3520202";"Igaratá";"3923";"10571";"1,83";"2571,73";"79349279,28";"1500"
"3520301";"Iguape";"10805";"28960";"2,03";"2195,24";"7956649,00";"1300"
"3520400";"Ilhabela";"12692";"34794";"1,98";"3303,41";"18739329,98";"2100"
"3520426";"Ilha Comprida";"5249";"13297";"1,93";"2381,57";"6151371,60";"1600"
"3520442";"Ilha Solteira";"9704";"25534";"1,60";"3656,56";"14675764,62";"2500"
"3520509";"Indaiatuba";"90742";"255128";"1,78";"4974,34";"84629450,24";"3000"
"3520608";"Indiana";"1919";"5090";"1,62";"2441,58";"6921514,42";"1800"
"3520707";"Indiaporã";"1662";"4028";"1,54";"2231,12";"7732648,63";"1400"
"3520806";"Inúbia Paulista";"1312";"3589";"1,56";"2240,03";"2870981,40";"1800"
"3520905";"Ipaussu";"4877";"13683";"1,91";"2490,63";"5636655,94";"2000"
"3521002";"Iperó";"11765";"33604";"2,09";"2418,16";"47009977,24";"1800"
"3521101";"Ipeúna";"2392";"6830";"1,99";"2901,10";"16034803,93";"2000"
"3521150";"Ipiguá";"2445";"6761";"1,75";"2375,43";"5394490,14";"1650"
